,city,state,postal_code,latitude,longitude,review_count,is_open
16756,Indianapolis,IN,46202,39.7948088,-86.1595073,51,1
29175,Saint Louis,MO,63146,38.701169,-90.421772,5,0
7084,Nashville,TN,37209,36.1359564,-86.8886296,130,1
45611,Kuna,ID,83634,43.500160976,-116.3944977522,20,1
51073,New Orleans,LA,70124,30.019734,-90.1119883128,29,1
4799,Tucson,AZ,85719,32.252312,-110.9442978,54,0
44661,Saint Petersburg,FL,33702,27.8563353,-82.6466505,45,0
25362,Largo,FL,33772,27.8912975,-82.7652754,32,1
30432,Philadelphia,PA,19129,40.010214149,-75.1756830748,15,1
41227,Goleta,CA,93117,34.43119138,-119.8740625,35,1
38930,Palm Harbor,FL,34683,28.0768966675,-82.7662887573,41,0
47336,Philadelphia,PA,19104,39.966593,-75.207345,7,1
19501,Lutz,FL,33549,28.186446,-82.447951,49,1
49191,Belleville,IL,62226,38.5415769,-90.0253023,12,0
26665,Philadelphia,PA,19123,39.9619616,-75.1558838,15,1
11856,Edmonton,AB,T5T 6G7,53.5374445,-113.6178308,11,1
12283,Pottstown,PA,19464,40.2595527,-75.634157,34,1
38124,Tucson,AZ,85746,32.133335,-110.9999815,49,1
24049,Marrero,LA,70072,29.8766586,-90.0987826,17,1
26326,Tucson,AZ,85705,32.283428,-110.976743,10,0
44995,Haddonfield,NJ,08033,39.8974302139,-75.0322972693,101,1
450,Nashville,TN,37211,36.0842766668,-86.7042401,9,1
33714,Tucson,AZ,85719,32.252551,-110.943559,379,1
51545,Philadelphia,PA,19142,39.926076,-75.2276399,12,1
19366,Gallatin,TN,37066,36.3863518,-86.4546401,15,1
3475,Trevose,PA,19053,40.135572,-74.965661,17,1
25533,Hendersonville,TN,37075,36.3193728887,-86.601058046,297,1
51535,Indianapolis,IN,46202,39.793722,-86.1446,85,1
46641,Saint Louis,MO,63116,38.582098,-90.266685,65,0
48050,Boise,ID,83703,43.6491987,-116.2477601,11,1
25132,Nashville,TN,37204,36.0829,-86.76234,117,1
3238,Philadelphia,PA,19111,40.0681765,-75.068702,23,1
37359,Southampton,PA,18966,40.1698633,-74.987517,5,1
10976,Edmonton,AB,T6N 0A5,53.4536929,-113.4709188,7,1
34938,Brandon,FL,33511,27.9239087008,-82.3217972624,101,0
18033,Manayunk,PA,19127,40.0245786,-75.2221107,131,0
17362,Philadelphia,PA,19142,39.9219015059,-75.2311522532,116,1
48371,Wood River,IL,62095,38.875373543,-90.0989413261,17,0
49245,Philadelphia,PA,19128,40.0440239,-75.2272131,14,0
10959,Florissant,MO,63031,38.799776,-90.329193,21,1
47256,Reno,NV,89502,39.5141771616,-119.787755072,38,1
17416,Indianapolis,IN,46235,39.8601953,-85.9721723,18,1
42132,Arnold,MO,63010,38.4386769787,-90.373866,10,1
46089,Levittown,PA,19057,40.1395466,-74.8661098,12,1
662,Tucson,AZ,85741,32.3435651,-111.0132429,6,1
32327,Tucson,AZ,85701,32.223363971,-110.9697098106,662,1
2528,Saint Petersburg,FL,33701,27.770927,-82.642797,410,1
42344,Trenton,NJ,08608,40.2157727,-74.7616633,28,1
34963,Indianapolis,IN,46241,39.7502781622,-86.2262780964,24,1
43291,Nashville,TN,37206,36.1730853574,-86.7652113193,120,0
18007,Elmer,NJ,08318,39.587555,-75.176571,5,0
30148,Cherry Hill,NJ,08003,39.896435,-74.9489341,17,0
39350,Plant City,FL,33563,28.016212215,-82.1232603863,41,1
16608,Newtown Square,PA,19073,39.9768894,-75.3983726,37,1
28125,Edmonton,AB,T5X 6E4,53.6223716,-113.4905534,7,0
42604,Nashville,TN,37203,36.1438461,-86.8144815,381,1
10788,Wesley Chapel,FL,33543,28.2345528,-82.3522898,148,1
36443,Madeira Beach,FL,33708,27.8100409953,-82.7932870452,215,1
38000,Indianapolis,IN,46214,39.779105,-86.288548,11,1
49790,Philadelphia,PA,19103,39.9488774598,-75.1788794249,37,1
42173,Philadelphia,PA,19146,39.9438958071,-75.1754572615,69,1
37372,East Falls,PA,19129,40.0097823,-75.1904581,361,1
27293,Goodlettsville,TN,37072,36.3044912,-86.7197821,28,0
35578,Brandon,FL,33511,27.9210168,-82.2673778,20,0
37821,Bensalem,PA,19020,40.0973533,-74.9454159,254,1
39922,Indianapolis,IN,46240,39.910807,-86.1090617,134,1
29507,Hendersonville,TN,37075,36.3066712499,-86.6026220759,29,1
38343,Saint Louis,MO,63108,38.6402265,-90.261507,119,1
37347,Hendersonville,TN,37075,36.3297977,-86.5930402,62,1
2122,Smyrna,TN,37167,35.9409090797,-86.5287246333,65,1
33402,New Orleans,LA,70116,29.9589492,-90.0603896,35,0
5469,Reno,NV,89511,39.4656818,-119.7840971,325,1
816,Eagle,ID,83616,43.6913687,-116.3529288769,6,0
634,Tucson,AZ,85742,32.3750163,-111.0463201,258,1
45326,Arnold,MO,63010,38.4151136781,-90.3914756132,10,1
36934,Indianapolis,IN,46240,39.9121589,-86.1390481,8,0
23795,Hudson,FL,34667,28.3610906,-82.7076813,8,0
8044,Philadelphia,PA,19132,39.986448,-75.155695,9,1
39331,Lutz,FL,33559,28.0913061,-82.4310727,34,1
29447,Bensalem,PA,19020,40.0937106,-74.9463134,37,1
29385,Sherwood Park,AB,T8A 3P3,53.5346271112,-113.2962500908,8,1
3771,Lutz,FL,33559,28.1853891799,-82.41300055560001,272,1
9907,Nashville,TN,37209,36.1501425768,-86.8562448397,23,1
23981,New Orleans,LA,70116,29.962704,-90.066164,50,0
41667,Doylestown,PA,18901,40.3103262,-75.1304791,103,1
13225,Edmonton,AB,T6X 0A9,53.429936,-113.478305,61,0
51597,Reno,NV,89509,39.509984,-119.80604,539,1
16853,Indianapolis,IN,46222,39.765822,-86.197956,6,1
2449,Saint Petersburg,FL,33702,27.8663549,-82.642395,34,0
5452,Indianapolis,IN,46256,39.9256084,-86.0225604,27,1
28559,Philadelphia,PA,19128,40.0423577624,-75.2264970168,5,0
27763,Trevose,PA,19053,40.1383009528,-74.9624359,54,1
40666,Indianapolis,IN,46202,39.7855871502,-86.1839800483,21,1
23289,Philadelphia,PA,19134,40.0011962,-75.1146186,16,1
4923,Richboro,PA,18954,40.2153459,-75.010131,5,0
29526,New Castle,DE,19720,39.6733825852,-75.5861530743,8,1
27585,Nashville,TN,37206,36.1896541644,-86.7460387386,15,0
46986,Clearwater,FL,33767,27.966561,-82.8225433,331,1
35742,Bridgeton,MO,63044,38.7552383794,-90.4333898792,62,1
16153,Pottstown,PA,19465,40.1739467,-75.6772948,14,0
34588,New Orleans,LA,70115,29.9256451,-90.0830358,353,1
40347,Clearwater,FL,33759,27.9814279,-82.7111416,42,1
49660,Yardley,PA,19067,40.2260727295,-74.8821258545,121,0
25433,Tucson,AZ,85718,32.3102112,-110.8931744,272,1
7613,Newark,DE,19702,39.678572,-75.652164,21,1
3234,Ardmore,PA,19003,39.9972988,-75.2922074,32,0
29488,Cherry Hill,NJ,08034,39.9112597,-74.9963965,6,0
20732,Philadelphia,PA,19142,39.9185589,-75.2447385,7,1
29517,Greenwood,IN,46142,39.632152,-86.120088,11,1
2756,Willow Grove,PA,19090,40.1432345,-75.1141046,68,0
24309,Brandon,FL,33511,27.9309334606,-82.3230222613,33,0
19840,Mount Laurel,NJ,08054,39.9253845066,-74.9496930728,142,1
2523,Philadelphia,PA,19107,39.948104,-75.159407,35,0
39544,Clearwater,FL,33760,27.905178,-82.7158302,5,0
1186,Philadelphia,PA,19145,39.9227051442,-75.1861358061,10,0
29324,Sparks,NV,89436,39.5875813,-119.7152294,209,1
28530,Indianapolis,IN,46227,39.6512198748,-86.1203544201,26,1
47540,Green Valley,AZ,85614,31.911071,-110.9805000956,31,1
4576,Tucson,AZ,85713,32.2072326,-110.9808639,47,1
19616,Indianapolis,IN,46268,39.9156054182,-86.2262292546,78,1
45614,Florissant,MO,63033,38.774305,-90.278392,18,1
30022,King of Prussia,PA,19406,40.0892302,-75.3859145,22,0
24524,Saint Louis,MO,63102,38.6354317,-90.182389,65,1
26618,Seffner,FL,33584,27.980703,-82.285657,10,0
16477,St.Petersburg,FL,33711,27.7280516,-82.6786827,28,1
3944,Tucson,AZ,85705,32.25064,-110.9867121,34,1
4686,Tucson,AZ,85711,32.2202662,-110.8655052,9,0
37112,Eagle,ID,83616,43.6935925788,-116.3517868136,79,1
32412,Philadelphia,PA,19107,39.948898,-75.159717,329,0
37984,Lansdale,PA,19446,40.2354588,-75.2897851,37,0
1901,Mount Ephraim,NJ,08059,39.8817919,-75.0865515,16,1
30248,Ardmore,PA,19003,40.0075087,-75.28989,263,1
48363,Downingtown,PA,19335,40.0069422,-75.702962,196,1
39559,Tucson,AZ,85706,32.156757,-110.976898,14,1
7370,Edmonton,AB,T6E 1Z8,53.5183696,-113.4969888,5,1
34048,Plant City,FL,33563,27.9946406,-82.1199985,6,1
14967,Richmond Heights,MO,63117,38.6318215607,-90.3457413329,36,0
15736,Saint Petersburg,FL,33701,27.7713362988,-82.6393907749,107,0
29,Indianapolis,IN,46220,39.8699114,-86.1435773,23,0
3414,Nashville,TN,37203,36.1471283903,-86.7990377411,16,1
21863,Tucson,AZ,85742,32.362806,-111.0307614,14,0
43901,Indianapolis,IN,46227,39.6802746146,-86.1315974593,6,1
22333,New Orleans,LA,70130,29.9546804306,-90.0689453974,3966,1
13936,Philadelphia,PA,19123,39.961891,-75.154075,102,1
33738,Brentwood,TN,37027,36.0419003776,-86.7770838132,12,1
45394,Havertown,PA,19083,39.9868699,-75.3121096,110,1
47108,Plant City,FL,33563,28.02535,-82.148722,45,1
46446,Flourtown,PA,19031,40.1070691,-75.213743,71,1
15641,Nashville,TN,37204,36.1260587,-86.7895852,27,1
20245,Indianapolis,IN,46220,39.8741654284,-86.1438333575,205,1
9775,Philadelphia,PA,19147,39.9383034,-75.1597956,10,0
47181,Santa Barbara,CA,93103,34.4223062,-119.6895251,48,0
25742,Indianapolis,IN,46220,39.8691207,-86.1467168,23,0
8836,Tampa,FL,33618,28.0824669,-82.5047569,158,0
1218,Nashville,TN,37013,36.0436104,-86.7123352,6,0
29480,Edmonton,AB,T5W 0Z4,53.5709529,-113.3949233,77,1
36144,Nashville,TN,37215,36.1056634625,-86.8157132755,15,1
30062,Indianapolis,IN,46220,39.869317,-86.128074,249,0
41261,Arnold,MO,63010,38.4511992,-90.3637657,14,1
30902,Hammonton,NJ,08037,39.6663850374,-74.7565207073,11,1
434,Clearwater,FL,33767,27.9519956663,-82.829717,339,1
51286,Folsom,PA,19033,39.8900409,-75.324802,49,1
31212,Saint Louis,MO,63117,38.6344131,-90.348859,28,0
21145,Reno,NV,89501,39.523733,-119.811256,161,0
46453,Tucson,AZ,85701,32.2120274,-110.9685763,6,1
15528,Tucson,AZ,85713,32.2039079,-110.9651337423,21,1
17750,Langhorne,PA,19047,40.186906,-74.877731,116,1
33550,Tampa,FL,33604,28.0110352,-82.47309,5,0
47741,Seminole,FL,33772,27.8398694,-82.7838115,71,1
25698,Indianapolis,IN,46220,39.8728451,-86.1422835,321,1
37513,Indianapolis,IN,46256,39.8971264934,-85.9952048264,99,1
11030,Chadds Ford,PA,19317,39.8824696782,-75.5492542594,99,1
1851,Newtown,PA,18940,40.2301483,-74.9405212,6,0
9997,Indianapolis,IN,46256,39.883652,-86.072314,18,0
25161,Philadelphia,PA,19144,40.0379825,-75.1769392,5,1
26281,Tucson,AZ,85719,32.2311904,-110.9588366,139,1
5593,Palm Harbor,FL,34684,28.0731892,-82.7372698,16,0
41946,Wilmington,DE,19805,39.7387965,-75.608646,109,1
5380,Burlington,NJ,08016,40.053804,-74.84017,32,1
50928,Aston,PA,19014,39.8659075,-75.4275781,7,1
15448,Pennsauken,NJ,08109,39.9360236,-75.0659514,27,1
44560,Brandon,FL,33511,27.893596,-82.2701725,7,0
38948,Philadelphia,PA,19131,39.9995765686,-75.2093887329,42,1
11693,Santa Barbara,CA,93101,34.4234023,-119.7091656,149,1
333,Tampa,FL,33624,28.0819277157,-82.5391477434,316,1
25592,Affton,MO,63123,38.5502001771,-90.2946715057,13,1
48418,Saint Louis,MO,63129,38.5002396,-90.3356306377,81,1
6530,Arnold,MO,63010,38.4385606385,-90.376444144,17,1
3137,Kennett Square,PA,19348,39.8465782088,-75.7149622273,10,1
49081,King of Prussia,PA,19406,40.0870551265,-75.3960332466,491,1
15877,Philadelphia,PA,19134,39.9930909,-75.1192257,7,1
4457,Pinellas Park,FL,33782,27.8604482,-82.7282655,12,1
10502,Edwardsville,IL,62025,38.7922976,-89.9508275,7,1
44891,Saint Louis,MO,63102,38.6273738,-90.1881564,43,1
11421,Philadelphia,PA,19107,39.9482296,-75.156935,52,1
26697,Spring Hill,FL,34609,28.4672357,-82.5095776,64,1
22537,Boise,ID,83702,43.6123537,-116.2008858,19,1
46057,Clearwater,FL,33755,27.9648926437,-82.7993237784,9,0
1667,Santa Barbara,CA,93105,34.438119,-119.748456,197,1
12019,Santa Barbara,CA,93101,34.4180954098,-119.6985309209,92,0
49868,Carpinteria,CA,93013,34.398644,-119.519186,12,0
9829,Philadelphia,PA,19148,39.9294148,-75.1637155,326,1
31511,Saint Louis,MO,63139,38.5979446,-90.292458,22,0
49251,Boise,ID,83702,43.6144211,-116.2014836,343,1
42643,Plant City,FL,33563,28.014873,-82.14411,28,1
801,Tampa,FL,33615,27.9962535,-82.5670403,39,1
46294,Levittown,PA,19057,40.1656795,-74.8726883,197,1
31832,Avondale,PA,19311,39.847974,-75.78148,18,1
14414,New Orleans,LA,70123,29.9649448,-90.2060558,37,0
48712,Tucson,AZ,85714,32.1618697,-110.9905958,8,0
17497,Saint Petersburg,FL,33709,27.823325,-82.75195,45,1
48467,Saint Louis,MO,63111,38.557592,-90.2465371,17,0
10710,Boise,ID,83706,43.5796614926,-116.1748543382,206,1
42361,Reno,NV,89502,39.4812323585,-119.7900808956,310,1
38223,Ambler,PA,19002,40.1535703,-75.2242969,24,1
41938,Boise,ID,83703,43.6486943991,-116.2461960688,45,1
13099,Indianapolis,IN,46204,39.767381,-86.156823,21,0
43347,Tampa,FL,33610,27.9810793,-82.4402131,6,1
29983,Indianapolis,IN,46204,39.7791013,-86.1563163,9,0
23196,Saint Louis,MO,63104,38.609492,-90.199398,62,1
26723,Nashville,TN,37216,36.2006441304,-86.7394191725,46,1
14056,Reno,NV,89523,39.511197,-119.962369,162,1
29594,St. Petersburg,FL,33701,27.7709996,-82.6363485,69,0
24433,Boise,ID,83702,43.6164392789,-116.204769683,98,0
2737,Saint Petersburg,FL,33713,27.7922562,-82.673539,1551,1
21129,St Petersburg,FL,33702,27.8568079788,-82.638363498,9,1
1213,Plainfield,IN,46168,39.7136216692,-86.3628355037,10,1
29730,Upper Darby,PA,19082,39.967384,-75.289788,13,0
19343,Jefferson,LA,70121,29.9612735,-90.1564718,11,1
38046,Levittown,PA,19054,40.174664,-74.830905,11,1
35872,Washington Park,IL,62204,38.6267798,-90.0928061,7,1
42133,Indianapolis,IN,46240,39.9104319,-86.107679,10,1
6189,Philadelphia,PA,19107,39.9539683,-75.1570234,169,1
44361,Antioch,TN,37013,36.0707188,-86.6362217,12,1
48974,Riverview,FL,33578,27.8025116,-82.3352913,119,1
20633,Tucson,AZ,85711,32.2220548147,-110.8796491822,135,1
29581,Santa Barbara,CA,93105,34.43884928,-119.7481642957,1453,1
34197,Indianapolis,IN,46225,39.7650962087,-86.159660911,360,1
12247,Mount Lemmon,AZ,85619,32.3545892,-110.7771917,6,0
20537,Metairie,LA,70006,30.002104,-90.183202,103,0
8942,Edmonton,AB,T5L 1A9,53.5890258,-113.5408117,18,1
27797,O Fallon,IL,62269,38.5845562038,-89.9081296727,7,1
32970,Saint Louis,MO,63134,38.7301195,-90.3567981,35,1
28682,Edmonton,AB,T5T 4J2,53.544389,-113.4909267,5,1
35698,Clearwater,FL,33764,27.941756,-82.744097,17,1
48113,Philadelphia,PA,19148,39.9256118,-75.1684246,71,0
12177,Tampa,FL,33612,28.0538986985,-82.4380492704,11,1
22962,Nashville,TN,37203,36.1511699,-86.7774162,18,1
25107,Warminster,PA,18974,40.2204883932,-75.1220917846,44,0
34825,Hatboro,PA,19040,40.1637889152,-75.1120808474,30,0
11971,New Orleans,LA,70115,29.9350566,-90.1066494,87,1
1214,Nashville,TN,37206,36.176771,-86.745726,8,0
31296,Sparks,NV,89431,39.5402625646,-119.7324814047,95,0
31816,Nashville,TN,37221,36.0729541,-86.926864,33,1
37350,Sparks,NV,89434,39.5414516,-119.716242,111,1
37596,Tampa,FL,33610,27.981742,-82.3418186,50,1
24194,Saint Petersburg,FL,33703,27.8195787,-82.6390403,75,0
5659,Conshohocken,PA,19428,40.076501,-75.304323,118,1
11822,Reno,NV,89502,39.4886164537,-119.7944589952,132,1
41483,Upper Darby,PA,19082,39.9531256991,-75.2614270308,5,1
8937,Boise,ID,83713,43.6334979,-116.3155716,144,1
11968,Philadelphia,PA,19143,39.9483437001,-75.2221290417,46,1
47057,Berwyn,PA,19312,40.0482885,-75.4381151,12,1
29035,Tampa,FL,33602,27.9498901,-82.4602554,716,0
15161,Saint Petersburg,FL,33713,27.771213,-82.698682,37,1
3319,Brandon,FL,33511,27.936798,-82.3161294,171,1
14252,Saint Louis,MO,63116,38.574671,-90.279696,9,0
34886,Somerdale,NJ,08083,39.8472539,-75.0213885,6,1
34611,Tucson,AZ,85747,32.0849639,-110.7733121,21,1
1199,Blackwood,NJ,08012,39.7891409,-75.0562241,16,1
13566,King of Prussia,PA,19406,40.083925,-75.387579,35,0
39301,Odessa,FL,33556,28.0861664,-82.5800383,13,1
11375,Philadelphia,PA,19133,39.9944131,-75.1478,11,1
36501,Philadelphia,PA,19102,39.953245,-75.164426,10,1
7055,White House,TN,37148,36.4601025,-86.6619794,14,0
51788,Nashville,TN,37217,36.1259506,-86.7095478,20,1
24616,Nashville,TN,37219,36.164008,-86.78116,6,0
51038,St. Pete Beach,FL,33706,27.7328388128,-82.7478586882,327,1
6860,Edwardsville,IL,62025,38.803539,-89.9180776,58,1
7219,New Orleans,LA,70130,29.948039,-90.064975,611,1
4803,Isla Vista,CA,93117,34.4132969412,-119.8551685799,20,0
51294,Philadelphia,PA,19123,39.9673363017,-75.1407416998,34,0
33064,Philadelphia,PA,19152,40.0515285,-75.0571219,7,1
1838,Camden,NJ,08105,39.9478269011,-75.0742394732,46,1
3613,Nashville,TN,37210,36.1559008,-86.7736471,5,1
12523,Philadelphia,PA,19103,39.951311,-75.1700653,550,1
9132,Philadelphia,PA,19147,39.9345137,-75.1610451,58,1
16236,Kirkwood,MO,63122,38.582182,-90.407384,254,1
23074,St. Petersburg,FL,33705,27.7721686,-82.6499199,17,0
45068,Wilmington,DE,19801,39.74413,-75.5491294,23,0
51880,Tucson,AZ,85714,32.165264,-110.9820540025,28,1
16659,Tampa,FL,33613,28.080771722,-82.4280881,190,1
41608,Morrisville,PA,19067,40.2023113,-74.809359,103,1
24236,Edmonton,AB,T5N 3N3,53.546911,-113.5368869,24,1
22044,Tucson,AZ,85741,32.3239384,-111.0431998,17,1
5309,National Park,NJ,08063,39.8667973163,-75.1735452062,6,1
2040,Saint Louis,MO,63108,38.6387101,-90.2584303,77,1
44215,Boise,ID,83709,43.6149320886,-116.2837486714,15,1
4476,Philadelphia,PA,19107,39.949854,-75.160596,12,0
13418,Edmonton,AB,T5K 0C1,53.541294,-113.5254643,142,1
21587,Philadelphia,PA,19102,39.9482572,-75.1666834,6,1
11034,Pottstown,PA,19465,40.2332271146,-75.6601273973,39,1
34231,Nashville,TN,37214,36.170064,-86.6655607,248,1
8796,Philadelphia,PA,19107,39.9509225,-75.1583976,47,0
33603,New Orleans,LA,70116,29.9609322,-90.0587724,113,0
6419,Eagleville,PA,19403,40.1595512,-75.4085693,19,1
13,Nashville,TN,37201,36.1598858,-86.7731974,161,0
16087,Fenton,MO,63026,38.50719,-90.442431,10,1
43100,Deptford,NJ,08097,39.8359241,-75.0876693,24,0
45623,Tucson,AZ,85714,32.1636303,-110.9162141,66,1
48426,Haddonfield,NJ,08033,39.8971577,-75.0342133,24,0
11746,Palm Harbor,FL,34683,28.0949164,-82.7720973,6,1
19722,Levittown,PA,19057,40.1321091,-74.8304486,93,1
41671,Edmonton,AB,T5E 6W1,53.6011373547,-113.4962428178,8,1
42760,New Hope,PA,18938,40.361958,-74.9503546,70,1
19236,Tucson,AZ,85711,32.2212623,-110.8820253,183,1
11456,White House,TN,37188,36.4722512,-86.6753327,59,1
21852,New Orleans,LA,70116,29.9585707,-90.0614996,8,0
35753,Philadelphia,PA,19130,39.968768,-75.178158,25,0
3845,Saint Charles,MO,63301,38.7824109,-90.4810204,63,1
49471,Voorhees Township,NJ,08043,39.8484084329,-74.9788993458,81,1
32256,Philadelphia,PA,19130,39.9687798,-75.1781543,7,0
8026,Ardmore,PA,19003,40.0072262,-75.2892937,96,1
32689,Nashville,TN,37207,36.229996,-86.760855,8,1
9753,Hulmeville,PA,19047,40.1429005,-74.9108523,57,1
43596,Tucson,AZ,85711,32.221197,-110.8747117411,380,1
12006,Saint Louis,MO,63146,38.7010182199,-90.4462337494,54,0
30487,Maryland Heights,MO,63043,38.7135279354,-90.4565698136,186,1
922,Saint Louis,MO,63109,38.5781358,-90.2939053,14,0
5739,New Orleans,LA,70113,29.9470879,-90.074184,24,1
7113,Lithia,FL,33547,27.850446,-82.169961,7,0
37761,Saint Petersburg,FL,33710,27.7713607,-82.7297829,107,1
40064,Trenton,NJ,08610,40.20274,-74.739125,6,0
17130,Sherwood Park,AB,T8H 1M1,53.5671950787,-113.2695804443,8,1
49208,Wilmington,DE,19805,39.7535287,-75.5704038,32,0
39718,Tucson,AZ,85705,32.224133,-110.9654377,24,0
35741,Sun Valley,NV,89433,39.5822504383,-119.7794704478,14,1
49659,Indianapolis,IN,46227,39.6922192,-86.1492962,12,0
38366,Philadelphia,PA,19147,39.9302586,-75.1579964,391,1
19020,Indianapolis,IN,46202,39.790382,-86.163356,68,1
1045,New Orleans,LA,70130,29.9472031,-90.0714312,29,0
25438,Springfield,PA,19064,39.9229026,-75.3177699,60,1
35623,Reno,NV,89512,39.5442956,-119.8029674,11,1
16799,St Petersburg,FL,33709,27.80963,-82.7547979,83,0
10160,Belleville,IL,62226,38.5197864,-90.0063207,12,1
22787,Santa Barbara,CA,93103,34.439548,-119.703871,224,1
8878,Indianapolis,IN,46227,39.6541665248,-86.1361742954,80,1
29909,Tucson,AZ,85711,32.234791,-110.8583345,294,1
25532,Philadelphia,PA,19104,39.9558813,-75.2020031,1077,1
1879,Palm Harbor,FL,34684,28.051163,-82.7385415,9,0
6797,Clearwater,FL,33761,28.0305402,-82.7185282,16,0
12373,Tampa,FL,33647,28.169726,-82.355212,37,1
42042,Goodlettsville,TN,37072,36.36783,-86.643683,5,1
7321,Pitman,NJ,08071,39.7330768,-75.1312102,17,0
43605,Newtown,PA,18940,40.2288032,-74.9370664,117,1
8911,Saint Louis,MO,63101,38.6315099,-90.1956131,53,0
17878,Edmonton,AB,T5L 2J9,53.5701156,-113.5338424,14,0
47843,Edmonton,AB,T5K 2L9,53.5343181,-113.5096909,36,1
975,Indianapolis,IN,46229,39.7971751,-85.9901685,19,1
21519,South Pasadena,FL,33707,27.7514295,-82.7293193,13,1
27954,West Conshohocken,PA,19428,40.0699308,-75.312679,130,1
18264,Nashville,TN,37204,36.1139864,-86.7663436,38,1
15489,Bala Cynwyd,PA,19004,40.0055833,-75.2413885,34,1
35736,Nashville,TN,37208,36.1673466,-86.820978,5,1
26323,Nashville,TN,37203,36.1511997,-86.8015353,324,1
18125,Clearwater,FL,33759,27.9814441919,-82.7096342453,12,1
39819,Philadelphia,PA,19106,39.94819,-75.1433,241,1
46204,Boise City,ID,83704,43.6194915,-116.2832217,5,0
6734,New Orleans,LA,70117,29.9683991,-90.0573491,292,0
35580,New Orleans,LA,70114,29.9117944,-90.0179965,14,1
7145,Sun City Center,FL,33598,27.7127006956,-82.3360828285,19,1
11325,St. Louis,MO,63139,38.5951884,-90.2714904,252,1
44302,St. Louis,MO,63109,38.5926615544,-90.2840021,28,0
48343,Horsham,PA,19044,40.172871,-75.1276029,24,0
22464,Tucson,AZ,85712,32.237665178,-110.8942365646,77,0
45038,Indianapolis,IN,46204,39.770144,-86.1539126,198,1
15744,Indianapolis,IN,46204,39.7659792,-86.1531573,7,1
12895,Philadelphia,PA,19106,39.9497563,-75.1480623,95,1
6772,Tucson,AZ,85710,32.205593,-110.8432824,8,1
45893,Philadelphia,PA,19106,39.949728,-75.148825,32,0
27495,Tucson,AZ,85710,32.2059445815,-110.837626991,20,1
10650,Edmonton,AB,T6G 2L7,53.5217017865,-113.5203092937,46,0
21961,Tarpon Springs,FL,34689,28.14566,-82.7405,23,1
43019,Lambertville,NJ,08530,40.3653971,-74.942445,140,1
17721,Tampa,FL,33629,27.9120785614,-82.5058803528,35,0
42362,St. Louis,MO,63108,38.6355113131,-90.2523982639,259,1
14264,Lansdale,PA,19446,40.2593247657,-75.3254268135,20,0
51775,Philadelphia,PA,19118,40.0694910114,-75.1994167295,30,1
8513,New Orleans,LA,70130,29.954014682,-90.0679238135,269,1
4131,Sicklerville,NJ,08081,39.7376574,-75.0025642,73,1
27049,North Redington Beach,FL,33708,27.818794,-82.823037,70,1
47735,Sicklerville,NJ,08081,39.742747,-74.9967512,9,0
29926,Philadelphia,PA,19147,39.9301356247,-75.162825,152,1
325,Tucson,AZ,85705,32.2739894,-110.9775344,37,1
5614,Tampa,FL,33604,28.0029598,-82.4591083,20,1
8329,Marlton,NJ,08053,39.8932220929,-74.9156786237,70,1
1092,Downingtown,PA,19335,40.003693,-75.707552,26,0
41557,Philadelphia,PA,19147,39.9352068,-75.1572477,132,1
902,Norristown,PA,19403,40.1274771937,-75.4040751479,104,1
39044,New Orleans,LA,70118,29.921946,-90.121355,202,0
7313,Tucson,AZ,85715,32.2497255,-110.824046,49,1
8176,Tampa,FL,33606,27.940551,-82.477551,34,0
51873,Seminole,FL,33776,27.8575420332,-82.8309247286,16,1
19197,Indianapolis,IN,46219,39.7719539222,-86.0568665631,69,1
12282,Tabernacle,NJ,08088,39.8439543812,-74.7094797148,28,1
27254,St. Louis,MO,63104,38.6080368,-90.2037418,16,0
51840,Tampa,FL,33612,28.055805,-82.427633,113,1
43525,Prospect Park,PA,19076,39.8858384,-75.3081233,36,1
51602,Wilmington,DE,19801,39.7428926,-75.5499367,24,1
15810,Saint Louis,MO,63118,38.5924883,-90.2184099,95,0
12477,Glassboro,NJ,08028,39.7057964662,-75.1138846843,101,1
44490,New Orleans,LA,70119,29.9743948,-90.1061698,614,1
46065,Edmonton,AB,T6E 6S4,53.4914058255,-113.4434150516,12,0
29720,Pottstown,PA,19464,40.2479837,-75.6756324,17,0
281,Edmonton,AB,T5H 2L9,53.551925,-113.4896661,30,1
17643,Saint Petersburg,FL,33702,27.855009,-82.646476,181,0
49036,Reno,NV,89501,39.528799,-119.8143538088,8,1
33128,Reno,NV,89523,39.5273478,-119.8816128,89,0
41843,Marlton,NJ,08053,39.9037468671,-74.9346233904,9,1
5629,Brandon,FL,33511,27.932303,-82.325312,41,1
45818,Nashville,TN,37024,36.1123942,-86.7639089,49,1
32483,Tucson,AZ,85702,32.2206374,-110.9685316,43,1
7809,Edmonton,AB,T5H 2P7,53.5575959,-113.4927525,14,1
30274,Brownsburg,IN,46112,39.8667217352,-86.3902942563,164,1
12610,Nashville,TN,37203,36.1519916326,-86.7846474219,146,0
36880,Reno,NV,89509,39.490789,-119.8057033,33,1
39007,Saint Albert,AB,T8N 1H4,53.6371489,-113.624945,54,0
39523,Reno,NV,89501,39.5202401,-119.810022,219,1
1785,Tampa,FL,33609,27.9456158,-82.5327449,31,1
17237,Clearwater,FL,33765,27.967192,-82.731746,12,0
19879,O'Fallon,IL,62269,38.5792,-89.93055,65,1
